Mod:Item:MetaData, Localized Name
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Hydrocarbon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Chocolate§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Caramel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Coralium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Antimatter§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eCanola Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eRefined Canola Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bCrystallized Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§dEmpowered Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fOil (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fOil (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fOil (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fResidue (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fResidue (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fResidue (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeavy Oil (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeavy Oil (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeavy Oil (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDense Oil (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDense Oil (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDense Oil (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDistilled Oil (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDistilled Oil (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDistilled Oil (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDense Fuel (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDense Fuel (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDense Fuel (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMixed Heavy Fuels (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMixed Heavy Fuels (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMixed Heavy Fuels (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLight Fuel (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLight Fuel (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLight Fuel (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMixed Light Fuels (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMixed Light Fuels (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMixed Light Fuels (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGaseous Fuel (§bCool§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGaseous Fuel (§6Hot§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGaseous Fuel (§cSearing§r)§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fUU-Matter§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fConstruction Foam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fIC2 Coolant§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCreosote§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fIC2 Hot Coolant§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPahoehoe Lava§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiogas§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDistilled Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSuperheated Steam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSteam§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHotspring Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fWeed-Ex§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fAir§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fOxygen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeavy Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMilk§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCreosote Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquifacted Coal§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCrude Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNaphtha§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fRefined Fuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSap§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSyrup§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fResin§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fTree Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiocrude§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGrassoline§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMushroom Stew§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eEssence of Knowledge§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§ePotion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eSplash Potion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eLingering Potion§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eDestabilized Redstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eEnergized Glowstone§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eResonant Ender§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bBlazing Pyrotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bGelid Cryotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bZephyrean Aerotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bTectonic Petrotheum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§dPrimal Mana§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Platinum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Iridium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Invar§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Constantan§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Signalum§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§eMolten Lumium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§bMolten Enderium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBeryllium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCalcium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCalciumcarbonate§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fChlorite§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDeuterium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fGlyceryl§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHelium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHelium3§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHeliumplasma§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHydrogen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLithium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMercury§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMethane§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrocoalfuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrofuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrogen§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrogendioxide§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fPotassium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSilicon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSodium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSodiumpersulfate§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fTritium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fWolframium§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCarbon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCarbon Fiber§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrocarbon§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSulfur§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSodium Sulfide§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fDiesel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fNitrodiesel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fOil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSulfuric Acid§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCompressed Air§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fElectrolyzed Water§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiofuel§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fEthanol§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fBiomass§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fLiquid Glass§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fHoney§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fCrushed Ice§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fFruit Juice§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fSeed Oil§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fShort Mead§f)
thebetweenlands:bl_bucket:1, Syrmorite Bucket (§fMolten Electrical Steel§f)
thebetweenlands:bl_bucket_rubber:0, Weedwood Bucket (§fRubber§f)
thebetweenlands:bl_bucket_rubber:1, Syrmorite Bucket (§fRubber§f)
thebetweenlands:bl_bucket_infusion:0, Weedwood Infusion Bucket
thebetweenlands:bl_bucket_plant_tonic:0, Plant Tonic
thebetweenlands:bl_bucket_plant_tonic:1, Plant Tonic
thebetweenlands:syrmorite_bucket_solid_rubber, Syrmorite Bucket with Solid Rubber
thebetweenlands:astatos, Legendary Disc
thebetweenlands:between_you_and_me, Tribeman's Disc
thebetweenlands:christmas_on_the_marsh, Frosty Disc
thebetweenlands:the_explorer, Explorer's Disc
thebetweenlands:hag_dance, Music Disc
thebetweenlands:lonely_fire, Music Disc
thebetweenlands:mysterious_record, Mysterious Disc
thebetweenlands:ancient, Temple Disc
thebetweenlands:beneath_a_green_sky, Music Disc
thebetweenlands:dj_wights_mixtape, DJ Wight's Hot New Mixtape
thebetweenlands:onwards, Music Disc
thebetweenlands:stuck_in_the_mud, Music Disc
thebetweenlands:wandering_wisps, Music Disc
thebetweenlands:waterlogged, Music Disc
thebetweenlands:deep_water_theme, Deep Water
thebetweenlands:weedwood_door_item, Weedwood Door
thebetweenlands:syrmorite_door_item, Syrmorite Door
thebetweenlands:rubber_tree_plank_door_item, Rubber Tree Plank Door
thebetweenlands:giant_root_plank_door_item, Giant Root Plank Door
thebetweenlands:hearthgrove_plank_door_item, Hearthgrove Plank Door
thebetweenlands:nibbletwig_plank_door_item, Nibbletwig Plank Door
thebetweenlands:scabyst_door_item, Scabyst Door
thebetweenlands:weedwood_sign_item, Weedwood Sign
thebetweenlands:crimson_middle_gem, Crimson Middle Gem
thebetweenlands:aqua_middle_gem, Aqua Middle Gem
thebetweenlands:green_middle_gem, Green Middle Gem
thebetweenlands:life_crystal, Life Crystal
thebetweenlands:life_crystal_fragment, Life Crystal Fragment
thebetweenlands:test_item, Test Item
thebetweenlands:test_item_chimp, Test Banana
thebetweenlands:test_item_chimp_ruler, Test Ruler
thebetweenlands:location_debug, Location Debug
thebetweenlands:pyrad_flame, Pyrad Flame
thebetweenlands:critter, item.thebetweenlands.critter.name
thebetweenlands:sludge_worm_egg_sac, Sludge Worm Egg Sac
thebetweenlands:tiny_sludge_worm, item.thebetweenlands.tiny_sludge_worm.name
thebetweenlands:tiny_sludge_worm_helper, item.thebetweenlands.tiny_sludge_worm_helper.name
thebetweenlands:anadia, item.thebetweenlands.anadia.name
thebetweenlands:jellyfish, item.thebetweenlands.jellyfish.name
thebetweenlands:silt_crab, item.thebetweenlands.silt_crab.name
thebetweenlands:bubbler_crab, item.thebetweenlands.bubbler_crab.name
thebetweenlands:freshwater_urchin, item.thebetweenlands.freshwater_urchin.name
thebetweenlands:chiromaw_egg, Chiromaw Hatchling
thebetweenlands:chiromaw_egg_lightning, Lightning Chiromaw Hatchling
thebetweenlands:chiromaw_tame, Tamed Chiromaw
thebetweenlands:chiromaw_tame_lightning, Tamed Lightning Chiromaw
thebetweenlands:shimmer_stone, Shimmerstone
thebetweenlands:tarminion, Tarminion
thebetweenlands:moss_bed_item, Moss Bed
thebetweenlands:sludge_ball, Sludge Ball
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:0, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:1, Elixir of Strength
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:2, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:3, Nimblefeet Elixir
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:4, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:5, Elixir of Healing
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:6, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:7, Elixir of Ripening
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:8, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:9, Toughskin Elixir
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:10, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:11, Elixir of Feasting
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:12, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:13, Hunter's Sense Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:14, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:15, Masking Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:16, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:17, Swiftarm Brew
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:18, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:19, Brew of the Cat's Eye
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:20, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:21, Draught of Sagittarius
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:22, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:23, Spiderbreed Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:24, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:25, Lightweight Draught
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:26, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:27, Draught of the Unclouded
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:34, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:35, Elixir of Weakness
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:36, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:37, Lumbering Elixir
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:38, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:39, Elixir of Draining
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:40, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:41, Elixir of Decay
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:42, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:43, Poisonsting Elixir
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:44, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:45, Elixir of Starvation
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:46, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:47, Drunkard's Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:48, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:49, Stenching Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:50, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:51, Slugarm Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:52, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:53, Blindman's Brew
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:54, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:55, Weakbow Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:56, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:57, Basilisk Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:58, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:59, Heavyweight Draught
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:60, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:elixir:61, Draught of the Fogged Mind
thebetweenlands:dentrothyst_vial:0, Green Dentrothyst Vial
thebetweenlands:dentrothyst_vial:1, Dirty Dentrothyst Vial
thebetweenlands:dentrothyst_vial:2, Orange Dentrothyst Vial
thebetweenlands:dentrothyst_fluid_vial:0, Bottled Fog
thebetweenlands:dentrothyst_fluid_vial:0, Bottled Shallowbreath
thebetweenlands:dentrothyst_fluid_vial:1, Bottled Fog
thebetweenlands:dentrothyst_fluid_vial:1, Bottled Shallowbreath
thebetweenlands:aspect_vial:0, Green Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:1, Orange Dentrothyst Aspect Vial
thebetweenlands:aspect_vial:0, Azuwynn (2)
thebetweenlands:aspect_vial:1, Azuwynn (2)
thebetweenlands:aspect_vial:0, Armaniis (2)
thebetweenlands:aspect_vial:1, Armaniis (2)
thebetweenlands:aspect_vial:0, Byariis (2)
thebetweenlands:aspect_vial:1, Byariis (2)
thebetweenlands:aspect_vial:0, Byrginaz (2)
thebetweenlands:aspect_vial:1, Byrginaz (2)
thebetweenlands:aspect_vial:0, Celawynn (2)
thebetweenlands:aspect_vial:1, Celawynn (2)
thebetweenlands:aspect_vial:0, Dayuniis (2)
thebetweenlands:aspect_vial:1, Dayuniis (2)
thebetweenlands:aspect_vial:0, Fergalaz (2)
thebetweenlands:aspect_vial:1, Fergalaz (2)
thebetweenlands:aspect_vial:0, Firnalaz (2)
thebetweenlands:aspect_vial:1, Firnalaz (2)
thebetweenlands:aspect_vial:0, Freiwynn (2)
thebetweenlands:aspect_vial:1, Freiwynn (2)
thebetweenlands:aspect_vial:0, Geoliirgaz (2)
thebetweenlands:aspect_vial:1, Geoliirgaz (2)
thebetweenlands:aspect_vial:0, Ordaniis (2)
thebetweenlands:aspect_vial:1, Ordaniis (2)
thebetweenlands:aspect_vial:0, Yeowynn (2)
thebetweenlands:aspect_vial:1, Yeowynn (2)
thebetweenlands:aspect_vial:0, Yunugaz (2)
thebetweenlands:aspect_vial:1, Yunugaz (2)
thebetweenlands:aspect_vial:0, Yihinren (2)
thebetweenlands:aspect_vial:1, Yihinren (2)
thebetweenlands:aspect_vial:0, Wodren (2)
thebetweenlands:aspect_vial:1, Wodren (2)
thebetweenlands:aspect_vial:0, Uduriis (2)
thebetweenlands:aspect_vial:1, Uduriis (2)
thebetweenlands:glue, item.thebetweenlands.glue.name
thebetweenlands:amulet, Amulet
thebetweenlands:amulet_slot, Amulet Slot
thebetweenlands:rope_item, Climbing Rope
thebetweenlands:ring_of_power, Ring of Power
thebetweenlands:ring_of_flight, Ring of Ascent
thebetweenlands:ring_of_recruitment, Ring of Recruitment
thebetweenlands:ring_of_summoning, Ring of Summoning
thebetweenlands:ring_of_dispersion, Ring of Dispersion
thebetweenlands:ring_of_gathering, Ring of Gathering
thebetweenlands:angry_pebble, Angry Pebble
thebetweenlands:lore_scrap, item.thebetweenlands.lore_scrap.name
thebetweenlands:tainted_potion, Tainted Potion (%s)
thebetweenlands:octine_ingot, Octine Ingot
thebetweenlands:mummy_bait, Mummy Bait
